aba	阿坝
quguangxing	趋光性
quhuo	取货
quji	区级
qujiaozhi	去角质
qujing	曲径
qujing	曲靖
qujiu	屈就
quju	屈居
quju	曲剧
qumei	曲霉
qunchen	群臣
qundiao	群雕
qunhao	群号
qunou	群殴
qunqing	群情
qunuanfei	取暖费
qunuanqi	取暖器
qunzhuang	裙装
qupai	曲牌
qupu	曲谱
qushen	屈伸
qushi	祛湿
qutan	趣谈
qutangxia	瞿塘峡
quwei	区委
quweima	区位码
quwenji	驱蚊剂
quwenqi	驱蚊器
quwufen	去污粉
quwuji	去污剂
quxi	屈膝
quxian	区县
quxianmei	曲线美
quxie	去屑
quxing	去腥
quyuan	屈原
quyuhua	区域化
quzhi	取值
quzhou	衢州
ranarang	冉阿让
ranfang	染坊
rangang	染缸
rangwaibixianannei	攘外必先安内
rangxian	让贤
ranqibiao	燃气表
ranqilu	燃气炉
ranqizao	燃气灶
ranseji	染色剂
ranshaoqi	燃烧器
ranshaore	燃烧热
ranyi	染疫
ranyoubeng	燃油泵
ranyoufei	燃油费
ranyoushui	燃油税
raoguoqu	绕过去
raoren	扰人
raowaner	绕弯儿
recai	热菜
rehonghong	热烘烘
rejiagong	热加工
rejiaohuan	热交换
rela	热辣
reliu	热流
renbishi	任弼时
renboqie	仁波切
renbude	认不得
rencaiku	人才库
renchou	认筹
renchu	人畜
rendachangweihui	人大常委会
rendahua	任达华
rendingshu	认定书
renfan	人贩
rengequan	人格权
renghuiqu	扔回去
rengongshenjingwangluo	人工神经网络
renji	人机
renjiaoban	人教版
renjiner	韧劲儿
renkoulaolinghua	人口老龄化
renlian	人脸
renliuliang	人流量
renliziyuanbu	人力资源部
renlu	认路
renminchubanshe	人民出版社
renmindaibiaodahui	人民代表大会
renminjianchayuan	人民检察院
renminjiaoyuchubanshe	人民教育出版社
renminwenxuechubanshe	人民文学出版社
renminwuzhuangjingchabudui	人民武装警察部队
renminyingxiongjinianbei	人民英雄纪念碑
rennao	人脑
renquanweiyuanhui	人权委员会
rensheng	人声
renshengguan	人生观
renshengqishigulaixi	人生七十古来稀
renshiju	人事局
renshu	忍术
rentiantang	任天堂
rentouma	人头马
renwuhua	人物画
renwushu	任务书
renyijian	任意键
renyoudanxihuofu	人有旦夕祸福
renzaicaoyingxinzaihan	人在曹营心在汉
renzaomao	人造毛
renzaomian	人造棉
renzaorou	人造肉
renzhegui	忍者龟
renzhengfei	任正非
renzhichazewutu	人至察则无徒
renzhongerdaoyuan	任重而道远
renzhongxue	人种学
repengzhang	热膨胀
repingheng	热平衡
reqidong	热启动
rerong	热熔
rerongliang	热容量
resuxing	热塑性
rewu	热舞
rewuran	热污染
rexiaolv	热效率
rexiaoying	热效应
rexing	热性
rexinren	热心人
rexue	热学
rezhuanyin	热转印
rezu	热阻
ribengongchandang	日本共产党
ribenwaiwusheng	日本外务省
richan	日产
ridelanbandao	日德兰半岛
rier	日珥
rihuo	日货
riji	日籍
rijiexian	日界线
rijiujianrenxin	日久见人心
riju	日剧
rijun	日军
rikaze	日喀则
rikou	日寇
rili	日立
riliao	日料
rishai	日晒
rishi	日式
rishuang	日霜
rituo	日托
riwei	日伪
riwen	日文
riyi	日裔
riyuetan	日月潭
riyun	日晕
rizhaoshi	日照市
rizi	日资
rongbaozhai	荣宝斋
rongbuxia	容不下
rongcheng	蓉城
rongduanqi	熔断器
rongge	荣格
ronghua	绒花
ronghuare	熔化热
rongjiao	溶胶
rongjie	熔接
rongjieyang	溶解氧
rongjilv	容积率
rongliangping	容量瓶
rongliu	容留
rongmian	绒面
rongquan	融券
rongrendu	容忍度
rongxianmao	绒线帽
rongxueji	融雪剂
rongyi	绒衣
rongyiren	荣毅仁
rongyugan	荣誉感
rongyuquan	荣誉权
rongzhu	熔铸
roubao	肉包
roubaozi	肉包子
rouchang	肉肠
roufu	柔佛
roufuzhou	柔佛州
rouguang	柔光
rouguifen	肉桂粉
roujia	肉价
roulianchang	肉联厂
roumian	揉面
rounie	揉捏
rouniu	肉牛
roupai	肉排
roupu	肉脯
rourendu	柔韧度
rouruandu	柔软度
rourun	柔润
rouse	肉色
rousimian	肉丝面
routan	肉摊
rouwanzi	肉丸子
rouya	肉芽
rouzijie	肉孜节
rouzong	肉粽
ruanbaozhuang	软包装
ruanbi	软笔
ruanbingdu	朊病毒
ruandan	软蛋
ruanfan	软饭
ruangusu	软骨素
ruanhuanjing	软环境
ruanjianpan	软键盘
ruanjianye	软件业
ruanjianyuan	软件园
ruanjiao	软胶
ruanjingtian	阮经天
ruanke	软壳
ruankexue	软科学
ruanmeng	软萌
ruanmuse	软木塞
ruanpanqudongqi	软盘驱动器
ruanqidong	软启动
ruanqu	软驱
ruantao	软陶
ruantata	软塌塌
ruanxing	软性
ruanyin	软银
ruanying	软硬
ruanzhuang	软装
ruchangzheng	入场证
rudui	入队
ruershi	入耳式
ruge	乳鸽
ruhua	辱华
ruhumen	入户门
ruibu	锐步
ruidianwen	瑞典文
ruidu	锐度
ruili	瑞丽
ruili	瑞利
ruiqi	锐器
ruishidao	瑞士刀
ruixing	瑞星
ruixuezhaofengnian	瑞雪兆丰年
ruizeng	锐增
rujia	儒家
rujia	如家
rujiao	儒教
rujing	入镜
rujingchu	入境处
ruku	入库
rulaifo	如来佛
rumei	入梅
rumengling	如梦令
rumi	乳糜
rumo	辱没
runfu	润肤
runhou	润喉
runhoupian	润喉片
runhuazhi	润滑脂
runmiao	闰秒
runri	闰日
runtu	闰土
runwuxiwusheng	润物细无声
ruodian	弱电
ruoguan	弱冠
ruoyinqi	弱音器
ruozhe	弱者
ruqiu	入秋
ruqun	入群
ruruwurenzhijing	如入无人之境
rushang	儒商
rushe	入射
rushebo	入射波
rusheguang	入射光
rushejiao	入射角
ruxue	儒学
ruzhang	入账
ruzhu	入驻
ruzhulv	入住率
ruzhuoye	乳浊液
ruziniu	孺子牛
sabo	萨博
sadan	撒旦
sadingdao	撒丁岛
sahala	撒哈拉
sahalashamo	撒哈拉沙漠
sahua	撒花
sahuaner	撒欢儿
saierweiyagongheguo	塞尔维亚共和国
saierweiyayu	塞尔维亚语
saijinlai	塞进来
saikuang	赛况
sailinge	塞林格
sainuofei	赛诺菲
saipulusigongheguo	塞浦路斯共和国
saishang	塞尚
saiwai	塞外
saiwasituoboer	塞瓦斯托波尔
saixiansheng	赛先生
saiyang	赛扬
saizhenzhu	赛珍珠
sakelamentuo	萨克拉门托
sakexun	撒克逊
salading	萨拉丁
salazu	撒拉族
saluo	撒落
samanjiao	萨满教
sanbafunvjie	三八妇女节
sanbahongqishou	三八红旗手
sanbajie	三八节
sanbanfu	三板斧
sanbanzhi	三班制
sanbingxian	散兵线
sanbuzou	三步走
sanchalu	三岔路
sanchan	三产
sanchongchang	三重唱
sanchongmen	三重门
sandenggong	三等功
sandengjiang	三等奖
sanduanshi	三段式
sanfutian	三伏天
sangbawu	桑巴舞
sangechoupijiang	三个臭皮匠
sangnafang	桑拿房
sangnayu	桑拿浴
sangyuan	桑园
sanhaosheng	三好生
sanheban	三合板
sanhuangji	三黄鸡
sanhuo	散货
sanjianke	三剑客
sanjiantao	三件套
sanjiaolian	三角恋
sanjiaomei	三角梅
sanjiaoqu	三角区
sanjiaoyi	三角翼
sanjing	三井
sanjushi	三居室
sanlengzhui	三棱锥
sanlianguan	三连冠
sanlianyin	三连音
sanling	三菱
sanlu	三鹿
sanmao	三毛
sanmenxia	三门峡
sanmingshi	三明市
sanpei	三陪
sanqingshan	三清山
sanqueyi	三缺一
sanshengshi	三生石
sanshinianhedong	三十年河东
sanshitu	三视图
sansi	三思
sanweishu	三位数
sanwenji	散文集
sanxian	三线
sanxian	散仙
sanxiang	三相
sanxiangche	三厢车
sanxiaxiang	三下乡
sanya	三亚
sanyang	三洋
sanyanghuaerlv	三氧化二铝
sanyanghuaershen	三氧化二砷
sanyanghuaertie	三氧化二铁
sanyashi	三亚市
sanyuanse	三原色
sanyuanzu	三元组
sanyue	三月
sanyuebuzhirouwei	三月不知肉味
sanzhongzou	三重奏
saochuqu	扫出去
saomiaoqiang	扫描枪
saomiaoxian	扫描线
saoping	扫平
saoqi	骚气
saosi	缫丝
saoxian	扫弦
saqieer	撒切尔
saqima	萨其马
sasikachewen	萨斯喀彻温
sasikachewensheng	萨斯喀彻温省
saxialai	撒下来
sedai	色带
sefen	色粉
segu	涩谷
sehuan	色环
seka	色卡
sekuai	色块
seleisi	色雷斯
sengpao	僧袍
senlinlang	森林狼
senma	森马
sepu	色谱
sepufa	色谱法
sesan	色散
sexi	色系
sexiangwei	色香味
shachepan	刹车盘
shachepian	刹车片
shacheyou	刹车油
shadia	沙嗲
shadui	沙堆
shae	沙俄
shafa	杀伐
shafayi	沙发椅
shagou	傻狗
shahefen	沙河粉
shahehe	傻呵呵
shahua	沙化
shaidan	晒单
shaifen	筛分
shaitai	晒台
shaiwang	筛网
shajin	傻劲
shajin	沙金
shajin	砂金
shajin	纱巾
shakuang	砂矿
shamu	杉木
shanao	山坳
shanbao	善报
shanchayou	山茶油
shancunka	闪存卡
shandao	山道
shandeche	山地车
shandingdong	山顶洞
shandong	山东
shandonggongyimeishuxueyuan	山东工艺美术学院
shandongligongdaxue	山东理工大学
shandongshifandaxue	山东师范大学
shandu	善妒
shanfu	闪付
shangang	山岗
shanganning	陕甘宁
shanganningbianqu	陕甘宁边区
shangbai	上百
shangbiaoju	商标局
shangbin	上宾
shangbing	伤兵
shangbing	伤病
shangbinghao	伤病号
shangce	上册
shangce	上策
shangchao	上朝
shangdai	商代
shangdai	尚待
shangdangci	上档次
shangdao	上道
shangdi	上帝
shangdiao	上调
shangduan	上端
shangfa	商法
shanggangzheng	上岗证
shangganling	上甘岭
shangganlingzhanyi	上甘岭战役
shanggao	上告
shanghai	商海
shanghaibowuguan	上海博物馆
shanghaicaijingdaxue	上海财经大学
shanghaidianshitai	上海电视台
shanghaidongwuyuan	上海动物园
shanghaigujichubanshe	上海古籍出版社
shanghaihongqiaojichang	上海虹桥机场
shanghaijiaotongdaxue	上海交通大学
shanghailigongdaxue	上海理工大学
shanghairenminchubanshe	上海人民出版社
shanghaishidiyizhongjirenminfayuan	上海市第一中级人民法院
shanghaishifandaxue	上海师范大学
shanghaishizhengfu	上海市政府
shanghaitan	上海滩
shanghaitushuguan	上海图书馆
shanghaixijuxueyuan	上海戏剧学院
shanghaiyinyuexueyuan	上海音乐学院
shanghaiyiwenchubanshe	上海译文出版社
shanghaiyixueyuan	上海医学院
shanghaizhengquanjiaoyisuo	上海证券交易所
shanghaizui	伤害罪
shanghanlun	伤寒论
shanghua	赏花
shangji	上集
shangjiang	上浆
shangke	伤科
shanglian	上联
shangpian	上篇
shangpinfang	商品房
shangpu	上铺
shangqi	上汽
shangqian	上千
shangqiushi	商丘市
shangrao	上饶
shangsha	商厦
shangshen	伤神
shangshi	上士
shangshusheng	尚书省
shangsu	上溯
shangsuishu	上岁数
shangtang	商汤
shangtu	上图
shangufeng	山谷风
shangwan	赏玩
shangwangka	上网卡
shangweifa	上位法
shangwuche	商务车
shangwuyinshuguan	商务印书馆
shangxiaxue	上下学
shangxiazhi	上下肢
shangxinshi	上新世
shangyang	商鞅
shangyanpi	上眼皮
shangyebu	商业部
shangyejie	商业街
shangyepian	商业片
shangyi	上移
shangyiyuan	上议院
shangyongche	商用车
shangyou	上釉
shangyu	伤愈
shangyuanjie	上元节
shangzheng	上证
shangzhou	商周
shangzhouer	上周二
shangzhousan	上周三
shangzhuang	上妆
shangzhulou	商住楼
shanhaijing	山海经
shanhuchong	珊瑚虫
shanhuo	山货
shanhuo	煽惑
shanhuyu	珊瑚鱼
shaniu	傻妞
shanjiao	山椒
shanjieban	删节版
shanjieben	删节本
shanjiehao	删节号
shankouzu	山口组
shanlihong	山里红
shanliren	山里人
shanlisuan	山梨酸
shanmian	扇面
shanmin	山民
shanmu	杉木
shanquan	山泉
shanshan	潸潸
shanshu	杉树
shantou	汕头
shanwei	汕尾
shanwei	膻味
shanweishi	汕尾市
shanxi	山西
shanxisheng	陕西省
shanyanghu	山羊胡
shanyao	闪腰
shanyuyulaifengmanlou	山雨欲来风满楼
shanzhapian	山楂片
shanzhashu	山楂树
shanzhen	山珍
shanzhu	山猪
shanzu	闪族
shaodai	捎带
shaoe	烧鹅
shaoerjing	少而精
shaofan	烧饭
shaofeihua	少废话
shaoguan	韶关
shaoguansuo	少管所
shaohua	捎话
shaoji	烧鸡
shaojiazi	烧茄子
shaoju	绍剧
shaokaodian	烧烤店
shaokaolu	烧烤炉
shaolin	少林
shaolinquan	少林拳
shaomai	烧麦
shaonianban	少年班
shaonvzhuang	少女装
shaoshan	韶山
shaoshi	烧蚀
shaoshi	稍事
shaoshuai	少帅
shaoshupai	少数派
shaotangshang	烧烫伤
shaowei	哨位
shaoxiandui	少先队
shaoxing	绍兴
shaoxingjiu	绍兴酒
shaoxun	稍逊
shaoyang	邵阳
shaoyaohua	芍药花
shaoyifu	邵逸夫
shaoyu	少于
shaozhan	哨站
shaozuo	少佐
shaozuo	稍作
shaqun	纱裙
sharang	沙瓤
shaseng	沙僧
shashihou	啥时候
shatanku	沙滩裤
shatanyi	沙滩椅
shatealabowangguo	沙特阿拉伯王国
shatu	砂土
shaweng	莎翁
shawujing	沙悟净
shawushe	杀无赦
shaxian	沙县
shaxiang	沙箱
shaxing	煞星
shayan	砂眼
shazao	沙枣
shazhang	纱帐
shazhitu	沙质土
sheai	舌癌
shediao	射雕
shedu	涉毒
shegenyin	舌根音
sheguo	蛇果
shehuibaoxianfei	社会保险费
shehuibaoxianjin	社会保险金
shehuihuodongjia	社会活动家
shehuikexuejia	社会科学家
shehuikexueyuan	社会科学院
shehuiminzhudang	社会民主党
shehuiqiyuelun	社会契约论
shehuixinlixue	社会心理学
shejiaoquan	社交圈
shejichang	射击场
shejifei	设计费
shejiyuan	设计院
shekeyuan	社科院
shelizi	舍利子
shemianyin	舌面音
shenai	肾癌
shenbaner	身板儿
shendao	神道
shendeng	神灯
shendong	深冬
shenfeng	神风
shenfu	神甫
shengandongniao	圣安东尼奥
shengbainaibingjiachangshi	胜败乃兵家常事
shengbian	声辩
shengbide	圣彼得
shengchangsu	生长素
shengchuanji	升船机
shengcunquan	生存权
shengdan	圣诞
shengdang	升档
shengdanka	圣诞卡
shengdao	省道
shengdiege	圣迭戈
shengdoushi	圣斗士
shengdushinianshu	胜读十年书
shengen	申根
shengfashui	生发水
shenggangdabagong	省港大罢工
shenghesai	圣何塞
shenghuozhao	生活照
shengji	省际
shengjiangduo	升降舵
shengjiangti	升降梯
shengjibao	升级包
shengjici	圣基茨
shengjing	圣经
shengjiwei	省纪委
shengju	胜局
shengjunqu	省军区
shengkao	省考
shengkong	声控
shengli	升力
shengling	圣灵
shengmalinuogongheguo	圣马力诺共和国
shengmiankong	生面孔
shengmingti	生命体
shengmuyuan	圣母院
shengneiwai	省内外
shengneng	声能
shengnv	圣女
shengpizi	生僻字
shengqiang	声强
shengqishi	圣骑士
shengquan	胜券
shengrenda	省人大
shengrige	生日歌
shengsaerwaduo	圣萨尔瓦多
shengshengman	声声慢
shengshi	生食
shengsibu	生死簿
shengsixian	生死线
shengsu	声速
shengtang	盛唐
shengtaosha	圣淘沙
shengun	神棍
shenguolai	伸过来
shengwudian	生物电
shengwumo	生物膜
shengxuelv	升学率
shengxun	声讯
shengya	声压
shengyaoxue	生药学
shengyichang	生意场
shengyuan	声源
shengyun	声韵
shengyuquan	生育权
shengzaoqijifutu	胜造七级浮屠
shengzhangqi	生长期
shengzhe	生者
shengzhidao	生殖道
shenhaiyu	深海鱼
shenhese	深褐色
shenhong	深红
shenhu	神户
shenhuajulebu	申花俱乐部
shenhui	深灰
shenhuxi	深呼吸
shenjiagong	深加工
shenjiao	深交
shenjichang	审计长
shenjiehe	肾结核
shenjingyan	神经炎
shenjishi	审计师
shenkeng	深坑
shenkui	肾亏
shenkuo	沈括
shenlongjianshoubujianwei	神龙见首不见尾
shenlvse	深绿色
shenmiguo	神秘果
shennong	神农
shennongshi	神农氏
shenong	涉农
shenpibiao	审批表
shenpo	神婆
shenqi	肾气
shenqian	深潜
shenqingdan	申请单
shenru	伸入
shenshao	甚少
shenshende	深深地
shenshi	深市
shenshi	神识
shenshuaijie	肾衰竭
shentan	神坛
shentanti	渗碳体
shenti	审题
shenwei	神威
shenxiaoguan	肾小管
shenxu	肾虚
shenyangtiyuxueyuan	沈阳体育学院
shenyao	伸腰
shenyi	神医
shenyijiaoqianyijiao	深一脚浅一脚
shenyizhi	肾移植
shenyong	慎用
shenzaicaoyingxinzaihan	身在曹营心在汉
shenzhenjingjitequ	深圳经济特区
shenzhenzhengquanjiaoyisuo	深圳证券交易所
shenzhou	神舟
sherou	蛇肉
sheru	舍入
sheshi	摄氏
sheshouzuo	射手座
sheshu	麝鼠
sheshui	涉水
shetan	奢谈
shewen	设问
shewenju	设问句
shexiangshi	摄像师
shexidai	舌系带
sheyingji	摄影集
shezhizu	摄制组
shezu	畲族
shibabanbingqi	十八般兵器
shibabanwuyi	十八般武艺
shibailv	失败率
shiban	石斑
shibao	时报
shibi	石壁
shibo	世博
shibosi	市舶司
shiboyuan	世博园
shicai	石材
shichan	试产
shichang	试唱
shichangbu	市场部
shicheju	矢车菊
shichen	使臣
shicheng	师承
shicheng	狮城
shichi	试吃
shichui	石锤
shidai	试戴
shidaigan	时代感
shidakai	石达开
shidaoyan	食道炎
shidati	识大体
shide	失德
shideng	石凳
shidian	视点
shidu	湿毒
shiduji	湿度计
shien	师恩
shier	事儿
shieryue	十二月
shifa	事发
shifadi	始发地
shifanke	示范课
shifei	试飞
shifeiguan	是非观
shifeiti	是非题
shifen	失分
shifeng	石缝
shigaoxian	石膏线
shigongdui	施工队
shigongqiao	石拱桥
shigongyuan	施工员
shiguanai	食管癌
shiguanchang	士官长
shiguanyan	食管炎
shihaoli	石壕吏
shihezi	石河子
shihezidaxue	石河子大学
shihouzhugeliang	事后诸葛亮
shihua	史话
shihuangchun	视黄醇
shihuangsuan	视黄酸
shihuangzhe	拾荒者
shihuhu	湿乎乎
shihui	市徽
shihuifen	石灰粉
shihuishui	石灰水
shiji	史记
shiji	史迹
shiji	实绩
shiji	市级
shijia	世嘉
shijia	试驾
shijianduan	时间段
shijiang	试讲
shijianlun	实践论
shijianma	时间码
shijiao	失焦
shijiaowei	市教委
shijiefanfaxisizhanzheng	世界反法西斯战争
shijielvyouzuzhi	世界旅游组织
shijiemaoyizhongxin	世界贸易中心
shijiemaoyizuzhi	世界贸易组织
shijieqixiangzuzhi	世界气象组织
shijierenquanxuanyan	世界人权宣言
shijieshi	世界史
shijieweishengzuzhi	世界卫生组织
shijieyuanyibolanhui	世界园艺博览会
shijiezhishichanquanzuzhi	世界知识产权组织
shijihe	试剂盒
shijiner	使劲儿
shijing	诗经
shijingshan	石景山
shijingtang	石敬瑭
shijiu	嗜酒
shiju	世居
shijunzi	使君子
shikelang	屎壳郎
shilai	驶来
shilaike	史莱克
shilangsong	诗朗诵
shilei	势垒
shileng	湿冷
shileyuan	失乐园
shiliangji	矢量积
shiliangtu	矢量图
shiliao	石料
shilijia	士力架
shilinlin	湿淋淋
shiliuda	十六大
shiliuqun	石榴裙
shilu	实录
shimao	世贸
shimianzheng	失眠症
shimumen	实木门
shinaian	施耐庵
shinaide	施耐德
shinianmoyijian	十年磨一剑
shinianruyiri	十年如一日
shinubi	史努比
shinv	使女
shinvzuo	室女座
shipindian	食品店
shiping	时评
shipinji	食品级
shipinka	视频卡
shipu	识谱
shiqianshi	史前史
shiqin	侍寝
shiqingsai	世青赛
shirenhua	食人花
shirenzu	食人族
shiritan	十日谈
shisanhang	十三行
shisanjing	十三经
shisanling	十三陵
shishangwunanshi	世上无难事
shishe	诗社
shishen	士绅
shishen	食神
shishenglian	师生恋
shishi	石狮
shishixing	实时性
shishou	市售
shishui	嗜睡
shishui	失水
shisida	十四大
shisiming	史思明
shita	石塔
shitailong	史泰龙
shitang	食糖
shitao	石涛
shitiesheng	史铁生
shitifa	实体法
shitoucheng	石头城
shitouji	石头记
shiwaiji	室外机
shiwei	世卫
shiwen	失稳
shiwu	失物
shiwuda	十五大
shixian	失陷
shixiang	实像
shixiangyun	史湘云
shixiaolong	释小龙
shixiaolv	失效率
shixing	食性
shixinqiu	实心球
shixiqi	实习期
shixizhi	世袭制
shixue	诗学
shixuejie	史学界
shixun	实训
shiyan	十堰
shiyanban	实验班
shiyanke	实验课
shiyanpin	实验品
shiyanshi	十堰市
shiyantai	实验台
shiyantai	试验台
shiyantian	实验田
shiyanxing	实验性
shiyijiesanzhongquanhui	十一届三中全会
shiyin	失音
shiyin	试音
shiyingdu	适应度
shiyingli	适应力
shiyingqi	适应期
shiyingsha	石英砂
shiyingyan	石英岩
shiyingye	试营业
shiyiyue	十一月
shiyongban	试用版
shiyongxing	适用性
shiyongzhuang	试用装
shiyoushuchuguozuzhi	石油输出国组织
shiyu	市域
shiyu	视域
shiyuanshentailang	石原慎太郎
shiyue	十月
shiyun	诗韵
shiyunhang	试运行
shiyuzhu	史玉柱
shizailun	实在论
shizhengxie	市政协
shizhi	时滞
shizhijin	湿纸巾
shizhuangdian	时装店
shizhuangzhou	时装周
shizi	石子
shizibi	狮子鼻
shizihou	狮子吼
shizihui	狮子会
shizilin	狮子林
shizixian	十字线
shizixing	十字星
shizizuo	狮子座
shizongji	示踪剂
shizuishan	石嘴山
shoubi	收笔
shoubo	首播
shoubu	手部
shoucangban	收藏版
shoucangzhe	收藏者
shouchang	首场
shouchu	售出
shouchuan	手串
shouchuo	手戳
shoudai	手袋
shoudixia	手底下
shoudubowuguan	首都博物馆
shouduguojijichang	首都国际机场
shoudushifandaxue	首都师范大学
shoudutiyuguan	首都体育馆
shoudutushuguan	首都图书馆
shouduyikedaxue	首都医科大学
shoufa	受罚
shoufan	首犯
shoufashi	首发式
shoufei	首飞
shoufeichu	收费处
shoufeiyuan	收费员
shoufen	受粉
shoufu	首辅
shoufutuolaji	手扶拖拉机
shougongfei	手工费
shougongke	手工课
shougongsha	守宫砂
shougoujia	收购价
shougu	手鼓
shouhou	售后
shouhuo	收货
shouhuoji	售货机
shouhuoting	售货亭
shouhuxing	守护星
shoujia	售假
shoujifei	手机费
shoujinlai	收进来
shoujinti	瘦金体
shoujitao	手机套
shoukuanji	收款机
shoukuanren	收款人
shoukuanyuan	收款员
shouli	受力
shouling	手令
shoulou	售楼
shoulouchu	售楼处
shoulouyuan	售楼员
shoulu	手炉
shounadai	收纳袋
shounahe	收纳盒
shounanri	受难日
shoupiaodian	售票点
shoupolan	收破烂
shouqi	收起
shouqi	首期
shouqian	售前
shouqian	收钱
shourang	受让
shourangren	受让人
shouren	兽人
shouri	首日
shoushaoyinxinjing	手少阴心经
shousheng	手生
shousheng	手绳
shoushida	首师大
shoushihe	首饰盒
shoushiyu	手势语
shoushudao	手术刀
shousi	手撕
shoutan	收摊
shoutaner	收摊儿
shoutidai	手提袋
shoutinglv	收听率
shoutu	收徒
shoutui	瘦腿
shouwang	收网
shouwangzhe	守望者
shouwanshou	手挽手
shouwen	手纹
shouwu	手误
shouwu	首乌
shouxialai	瘦下来
shouxiaqu	瘦下去
shouxieban	手写板
shouxihu	瘦西湖
shouxuanxiang	首选项
shouyan	寿宴
shouyangren	收养人
shouyao	受邀
shouyao	收腰
shouyingli	首映礼
shouyiren	手艺人
shouyiyuan	兽医院
shouyizhan	兽医站
shouzeng	受赠
shouzhai	收债
shouzhai	收窄
shouzhan	首战
shouzhang	手账
shouzhang	收账
shouzhangxin	手掌心
shouzhi	收治
shouzhihua	手指画
